L1	rómv. taltekn fyri 50
lánsbræv	(handilsm., bú.)(property) bond, debenture;lánsbrævainnistøða, lánsbrævagoymsla(ES) portfolio of bonds;lánsbrævakeypbuying bonds;lánsbrævasølaselling bonds;5% lánsbrøv5 per cent bonds;prístalsbundin lánsbrøvindex-linked bonds;loysa út lánsbrævredeem a bond;lánsbrøv áljóðandi 200 pundbonds in denominations of £200;nominell lánsbrøvnominal bonds;úttikin lánsbrøvdrawn bonds;standandi lánsbrævdebenture stock; sí eis.skuldarbræv
lánsdoktari	(sj.)substitute doctor
lánsevni	borrowing capacity
lánsfelag	credit institution;(serl.til at keypa fastogn) building society; credit union;(am.)loan association
lánsfreist	(fyri bøkur) loan period
lánsfæ	loan capital; borrowed capital;lánsfæ við ábyrgdsubordinate(d) loan capital
lánsheimild	authority for raising (, granting) loans
lánsloft	lending(el.credit) ceiling
lánslækni	sílánsdoktari
lánslærari	(skúlam.)substitute (for a teacher); supply teacher;vera settur sum lánslærari fyri e-nbe appointed sby's substitute;hava lánslæraraemploy a substitute (, a locum tenens)
lánsmaður	relief (man), subsitute
lánsmarknaður	(bú.)money(el.credit) market;(t.d.short-term money market; long-term money market)
lánsmóðir	(lívfr.)surrogate mother
lánsmøguleikar	borrowing(el.credit) facilities
lánspeningur	amount of a loan; loan capital; borrowed capital
lánsprestur	locum (tenens);vera settur sum lánsprestur fyri e-nbe engaged as sby's locum tenens;hava lánsprestemploy a locum tenens
lánsrenta	(bú.)(rate of) interest
lánssáttmáli	loan contract
lánsskipan	loan scheme, credits
lánsskjal	loan agreement;(løgfr.)instrument of debt;(tlm.)IOU
lánsskuld	sískuld
lánstørvur	borrowing requirement
lánsumlegging	debt conversion
lánsupphædd	amount of the loan;(bú., løgfr.)principal
lánsveiting	(bú.)lending; (ES) credit operation;ásetingar viðv. lánsveiting(ES) the rules governing the credit system
lántakari	(handilsm.)borrower
lántøka	loan raising
lánveitari	(handilsm.)lender
lánveiting	(bú.)sílánsveiting
lár	(Svín.) sílógv
lára	(fugl.)sílógv
lás	1(eis.í skotvápnum) lock,fáa lás uppopen a lock;loyniligt lássecret lock; (kotulás) combination lock2(hangilás) padlock3(á tasku, armbandio.s.fr.)snap, fastener, catch; (trykklás) snap (fastener); (snarlás) zip (fastener); (á motorhálmi) catch4(sigl.:róðurlás) key5(á sporskifti) lock6(vatnlás) trap7(timbur.)lock scarf;franskt lás (timbur.)double-lipped and notch table scarf8(stb.)door handle9lata hurðina í láslock the door
lásaleysur	without a lock
lásasmiður	locksmith
lásbogi	crossbow
lásbora	(gl.)keyhole in door (, chest)
lásbori	sílásbora
láseind	locking device
lásnál	safety-pin
lásskipan	locking system
lásur	(gl.) sílás
lát	the warbling of birds, birdcall
láta	1pretend,eg læt sum eg svavI pretended to be asleep;liva og láta sum tú (sjálvur) viltdo just as you please;láta væl atshow satisfaction, be pleased;láta illacomplain, lament, whine, show displeasure,hon græt og illa lætshe was wailing and moaning;láta illa í svøvnibe restless in one's sleep2utter a sound, make a sound; chirp, twitter,fuglarnir látathe birds are twittering3say,tá læt í honumthen he said;tað læt ikki í honumhe did not say a word, he was silent, he was tight as a clam;hann hevur altíð okkurt at látahe always puts his finger on sth4move slightly,fiskurin letur við uggafjaðrunumthe fish moves its breast-fins slightly;hatta er ikki at láta við vørrini umit is not worth mentioning5láta lívlose one's life, die6[ísamb.viðfs/hj]láta at1say,hon hevði úr at gera at binda, læt hon atshe was very busy knitting she said; show,láta væl/illa at (e-m)show satisfaction (displeasure) with (, over) sth; be pleased/displeased with sth; express a good (bad) expectation of something2(á fjalli) give the start signal,tá ið hvør maður var komin í ódn, varð atlátiðwhen each man had got into position, the signal to start was given;láta ímake a noise,lát ikki so í!what a noise you make!;láta særpretend to be, simulate,hann læt sær at hyggja burturhe pretended to look the other way;látast1pretend,hann lætst ikki at síggja meghe pretended not to see me;hann lætst at vilja gera taðhe pretended that he wanted to do it; seem, appearhann lætst ikki um vónhe appeared quite unaware of it;látast sumeinkibehave as if nothing had happened; go on as usual; ignore it; put a bold face on it; (ikki verða ovfarin) not turn a hair; (látast sakleysur) look innocent; look as if butter wouldn't melt in one's mouth(GG:he tried to pass it off);látast sum umpretend(t.d.to be asleep); make a pretence of (t.d. working);latið okum látast sum um vit erulet us pretend we are;(tlm.)let's make-believe we are(t.d.cowboys,otl.)2lay down(el.give) one's life, be lost, perish, die, be killed
látipípa	flute
látorð	1(málfr.)babble2(sj.)slogan(t.d.our slogan is "high quality and low prices"); watchword
látrakyrra	[calm sea inshore for seal-hunting in the caves]
látraljós	(gl.)[torch used in seal-catching in the caves]
látrast	(um kóp) mate, pair
látratíð	[season for sealing in their breeding ground]
látufuglur	(stb.)(kann verða týtt:) decoy
látupípa	sílátipípa
látur1	1laughter,fáa látur íinvite ridicule, raise a laugh, cause merriment;brøla av látriroar with laughter, guffaw;vera um at doyggja av látrinearly die laughing, be ready to split one's sides with laughing;ringja seg saman av látribe convulsed(el.rocking) with laughter;sita kaldur í látri el. um at doyggja í látrinearly die laughing, be ready to split one's sides with laughing, nearly die with laughter(el.laughing), kill oneself laughing;alt sat í látrieveryone laughed;skera í láturburst out laughing;um at skrædna í látrilaughing fit to burst;tá var látur á honumhe laughed heartily;hava e-n til látur(s)make sby look a fool; make a laughing-stock of sby; ridicule sby;gera seg til látursexpose oneself to ridicule, make oneself (look) ridiculous, make a fool of oneself;hann er til láturs í øllum býnumhe is the laughing-stock of the whole town2(stakur látur, máti at læa) laugh(t.d.we had a good laugh; he has a nasty, sneering laugh; loud laughter (, laugh); derisive laughter (, laugh); (skellilátur) guffaw, horselaugh)3(fnisandi) giggle; (góðsligt) chuckle;(niðr.)snigger, titter
látur2	seal cave,fara til látraundertake a seal hunt in the breeding caves;(fl.m.) hann er ikki skolaður út av látrihe was not born yesterday; he is no fool;ganga sum á látriwalk stealthily (, warily, softily); steal, creep, slip;her er sum á látrinumit is very noisy here
láturbjóðandi	ridiculous, ludicrous, laughable, risible, laughter-(el.mirth-) provoking
láturelvandi	ludicrous, laughable; laughter-(el.mirth-) provoking
láturfressur	giggler
láturfuglur	(dý.) (avstr.)kookaburra
láturgass	(lækn.)laughing gas
láturgjógv	[cleft with a seal cave]
láturherðindi	laughing fit, fit of laughter
láturita	decoy-kittiwake
láturkendur	which sounds like laughter
láturkjaftur	entrance to a seal cave
láturkobbi	(dýr.)grey seal(Halichoerus grypus)
láturkódnaður	who has a laughing fit (, fit of laughter)
láturkópur	(dýr.)grey seal(Halichoerus grypus)Halichoerus grypus ©Julian Black (All creative commons)
láturkrampi	convulsive laughter
láturligur	1ridiculous, ludicrous; amusing, entertaining, funny2tað láturliga íthe absurdity(el.ridiculousness) of, the ridiculous thing about;vera láturligurcut a ridiculous figure;ein láturlig upphædda ridiculous sum3hjláturligaridiculously(t.d.cheap, small; at a ridiculously low price)
láturmási	laughing gull
láturmildur	given to laughter, mirthful, easily provoked to laughter, quick to laugh; genial, good-humoured
láturmunni	entrance to seal cave
látursvidningur	(dýr.)newly-born baby seal© Wikimedia Commons
láturverdur	ludicrous, laughable; laughter-(el.mirth-) provoking;sí eis.láturligur
láturverja	1[male seal which defends the breeding-place]2(fl.m.)defender, henchman;í osb: standa (sita) sum láturverjabe in someone´s way
láturverji	síláturverja
láturvøddi	risible muscle;mýkja láturvøddarnarhave a good laugh
leðran	1í osb: geva honum eina leðranhaul him over the coals, tick him off; give him a (real) straightening-out; give him a dressing-down (, beating)2(fl.m.)gale
leðrari	(violent) push, blow
leðring	severe cut, slash, blow, (emphatic) nudge; chastisement
leðringur	síleðring
leður1	leather
leður2	sílaða
leðurbløka	bat(Chiroptera)
leðurbólstraður	leather-upholstered
leðurbrúnur	leather brown, tan
leðurfeitt	leather polish
leðurfíl	buff stick
leðurfløska	(bíbl.)leather bottle
leðurídnaður	leather (goods) industry
leðurjakki	leather jacket; (um person)(tlm.)rocker, greaser
leðurklæði	leather articles; (klæði) leatherwear;(herm.)accoutrements
leðurolja	dubbin
leðurreim	leather strap
leðursekkur	(bíbl.)skin
leðurstivli	leather boot
leðurversmiðja	leather goods manufacturer
leðurvøra	leather goods, leather manufactures
lefs-	sílevs-
lega	1lying (down),leggja seg á legulie down;liggja í legube laid up, be ill in bed; (um korn)falla í legulodge, be lodged,(t.d.the rain has lodged the corn);neytini lógu á leguthe cattle ley ruminating2(um hønu)legan er farin av hønunithe hen is no longer broody, the hen will not sit any longer3bed (she lay on a bed on the floor;(eis. t.d.) áarlegariver bed;gera upp legumake a bed; give sby a shakedown; habitual place in the outfield4camp,vera á legu (herm.)camp, be under canvas5(skipalega) naval harbour(el.dockyardel.arsenal)6(við kaj) berth(t.d.load on the berth); (til ferju) berth7(tøkn.)bearing; (aksullega á vogni) axle box;legurnar brendu samanthe bearings seized8(støða) lie, position; (støði) level; (á rødd) pitch9(fl.m.) koma í fasta leguassume a (more) permanent form, become (more) firmly established; become regularized(GG:these meetings have now become institutionalized; come (get) into a fixed groove;hava fasta leguhave assumed a (more) permanent form; rest on a firm foundation; be well-established; (um prís) be settled, be firm
legat1	1(gávugrunnur) foundation(t.d.this is one of the largest foundations for the endowment of research); charitable trust,stovna eitt legat til fyrimunar fyriestablish a trust for the endowment of2(serarvur, stakarvur) (specific) legacy3(lestrarstyrkur) (study) grant; scholarship; exhibition; (í Skotlandi) bursary4(gávufæ) grant(t.d.she got a grant from the Smith Foundation); sum(el.pension) from an endowed charity;veita eitt legatgive away(el.allocate) a grant (, a bursary,o.tíl.)
legat2	sígávugrunnurel.gávufæ
legatmóttakari	scholarship recipient, scholar, exhibitioner
legatskúli	endowed school, grant school
legatstovnari	founder, founder of a trust(el.of a charitable endowmentel.of a scholarship)
legatstýri	trusteesflt
legd	1(í akurskurði) small bunch, small bundle2(í klæði) fold, pleat, tuck3layer of fish flesh4(stb.)mark, trace,legdin stendur eftirmarks are left, traces are left5evidence, example
legg	1trip; journey, outing, tour,hann var vanur at gera eitt legg runt í bygdinigo for a trip round the village2thrust, push, attempt, effort;fyrsta leggið fingu vit 20 fuglarat the first attempt (tlm.:(at the) first go) we caught 20 birds
leggald	leg-warmersflt;(niðr.)(um fólk)teir gera seg sjálvar til leggøld í øllum býnumthey'll be the laughing stock of the whole town
leggbragð	(sj.)í osb: liggja í leggbragði twisted round the hook
leggingaregg	hatching egg
leggingarhøna	(stb.)laying hen;góð leggingarhønagood layer
leggingartíð	bedtime
leggja	(gl... lagdi)løgdu lagt1lay, put, place(t.d.a book on the table; order the papers to be placed in the archives); deposit(t.d.one's luggage on the seat), found, establish2(í samb. v. tíð) put(t.d.the lectures at a later hour); time(t.d.one's visit so as to be sure of meeting him)3(um skip) lay up;Tjaldrið verður lagt fyribilsthe Tjaldur will be laid up temporarily4(um dýr) have(t.d.my cat has had kittens), bear; bring forth, (um tík) whelp5(um óløgi) wash (over);tað legði yvir skeriðthe surf washed over the skerry6(kvæð.)stab, push;spjót at leggjaa spear to stab7cover, coat(t.d.with silver, tinfoil)8(leggja á goymslu) store(t.d.supplies of corn were stored in preparation for the winter)9compensate; give compensation10take to the road, sail, rush, dart, dash;vit løgdu á dyrnarwe made for the door;hann legði eftir okkumhe rushed after us;hann legði á ánnahe crossed the river; steer, follow a course;leggja út í havput (out) to sea, put out;teir løgdu avstaðoff they went11[íosb](skaldsk.) leggja árar í sjógvput out the oars, síár 1;leggja allar árar í sjógv, síár 1;leggja ást við, síást;leggja bardagarhave a pitched battle (, fight);leggja beinini, síbein;leggja til brots, síbrot;leggja felagjoin an association (, society) (, club), enter into a partnership (, union), sífelag;leggja ferð sínaset out;tey kunnu leggja fólkthey have accommodation for overnight guests;leggja hondina á plaggmill, full(t.d.cloth);tú manst hava lagt hondina á hesa troyggjunayou must have fulled this jersey;leggja hug á, síhugur;leggja e-n kaldankill someone, put someone to death;leggja kavabe snowing;hann hevur lagt nógvan kavait has been snowing (a good deal); there has been a (heavy) fall of snow;leggja kjaft á, síkjaftur;(talv) leggja kongingive up;leggja lag í, sílag (6);leggja (e-m) lag á, sílag (4);leggja leiðina suðureftir;leggja lið á, sílið 3 (1);leggja mið, símið 1 (1);leggja ráðtake counsel, deliberate; plot, conspire(ímótiagainst);leggja ráð umplan(t.d. one'sfuture policy); consult together about; (fíggindaligt) plot(t.d.plot sby's ruin; plot to kill him);leggja e-m ráðgive someone advice;leggja segliðstrike (, lower) the sail, sísegl;leggja spor við, síspor;leggja stilt(um skip) stop;leggja tunguna átake a taste;leggja í vaðið, sívað312[ísamb. viðfs/hj]leggja afturel.afturíaftur[cover a turf bank with (grass)sods];leggja afturat1add2(sj.) say (, tell) more than is true3put together, join,royna at fáa hendan garðin lagdan aftur at hinumtry to join this farm to the other one4leggja afturat el. aftur at eldinum mend the fire; put (some) more coal on;leggja afturá1fall asleep2die, expire3leave sth behind (one); outstrip sth;leggja afturum1leave sth behind (one)2overtake, catch up with,hann legði nógvar bilar aftur um seghe overtook a number of cars;leggja afturyvir:leggja aftur yvir e-tcover sth, hide sth;leggja at1(um skip) go (, come) alongside, moor2attack (, assault) someone,leggja at e-mattack someone3(um seyðahund) get too close to the sheep4(um sátu) take a slope5(sj.) (um illveður) break,ódnarveðrið legði atthe storm broke;leggja at sær1undertake (a task), work vigorously and eagerly, exert oneself2eat greedily, wolf down (food);leggja av1cease, stop, leave off, quit, break oneself of(t.d.a habit),hann hevur lagt av at roykjahe has quit smoking; he has broken himself of the smoking habit;tað er langt síðan avlagtthat stopped long ago;leggja av særput down a burden (, load)2(um bróstabarn) wean (of a baby)3(leggja til síðis í handli) put sth aside;leggja á1attack, assault;(tlm.)jump (upon); embark on(t.d.a difficult undertaking)2slap, smack3prescribe, order, lay down, charge,hvat leggur tú á?how much do you charge;tú fært tað, tú leggur áyou'll have just what you charge4begin, start5leggja (e-n) á lærið give (someone) a smack on the bottom;leggja á lán, sílán;leggja á seingina, sísong; leggja burtur1stop, cease; fall out of use, siðurin varð burturlagdurthe custom had fallen out of use2(bú.) put aside;sbr.burturlegging; leggja burturúr1forget sth, leave sth out2(um seyð) leave its flock;leggja eftir1leave (behind),leggja eftir seg(sum arv) leave,hann legði einki uttan skuld eftir seghe left nothing but debts;leggja eftir særleave behind2hvør legði annan eftir each one wanted to be first;(fl.m.)all were equally good (efficient)3leggja fingrarnar el. hondina eftir seg be thievish, be light-fingered4leggja eftir (e-m) attack,hví leggur tú eftir mær?why have you got a down on me?; why do you have it in for me;leggja fram1lay out sth, put out sth(t.d.will you put out a shirt for me?)2(greiða frá)leggja fíggjarætlan frampresent the budget;leggja fram roknskappresent(el.render) an account;kassameistarin legði fram roknskapinthe treasurer presented the accounts; produce3(sýna) display sth(t.d.the brochures displayed on the table); present(t.d.present one's passport); (til skoðan) exhibit;(lækn.: æðr) expose;leggja fram fyriproduce,(el.place) before, submit to,saksøkjarin legði fram avrit av sáttmálanumthe plaintiff produced a copy of the contract;leggja fram prógvproduce evidence, furnish proof; produce documents(el.a documentationel.evidence);leggja fram eitt skjal í rættinumproduce a document in court4leggja uppskot fram submit a proposal;(ting.)move a motion; (lógaruppskot) introduce a bill;leggja fram váttan um (at)document (that)5(til dóms, avgerðaro.s.fr.)submit(t.d.a plan, a scheme; submit a theory to a scientific society)6(almannakunngera) publish(t.d.the results of one's experiments);roknskapurin liggur frammithe accounts are (made) available for inspection;leggja framatthrow oneself on(t.d.the food);leggja frá(um skip, bát) put off, set out; shove off;leggja frá sær1stop, leave off(t.d.at eta, arbeiða)2withdraw (, retreat) (from a position); retire, resign3(um skip, bát) sail with foam before the bows,óført, sum hann leggur frá særit is making a remarkable good headway4(um bindingarkonu) knit fast;leggja fyri1leggja mál fyri tingið bring a matter before Parliament2serve (at table)3feed, fodder, give hay,leggja fyri kúnnagive the cow fodder4leggja nógv fyri (seg) toil, work hard,leggja nógv/lítið fyri e-ndemand a lot of (only a little) work of someone;hin gamli legði lítið fyri soninthe old man demanded only a little work of his son5attempt to stop6begin,hvør leggur fyri?7leggja e-n fyri e-taccuse (someone) of having done (something);leggja e-n fyri stulduraccuse someone of stealing8span, cover,teir løgdu báðar dalarnar fyrithey covered both valleys9leggja ilt fyri e-n slander, calumniate, defame, malign, traduce, run down, speak ill of10leggja fyri íla, sííli; leggja inn1boat the oars;(fl.m.)die,hann hevur lagt innhe has breathed his last2fence in; cultivate outfield3provide catch (, money) for the house, earn;sbr.innløga5(um skip) go (, call) alongside, moor, call at(t.d.a port),á veg niður leggur skipið inn í Lerwickon the way to England the ship calls (, puts) in at Lerwick6(um brot) wash over (the boat)7present (a case),hann legði málið inn á grannastevnu8install, put in(t.d.we had the telephone put in; we have had electric light put in; he has had his house wired for electricity)leggja vatn og gass innlay on water and gas;leggja miðstøðuhita inninstall(el.put in) central heating9(teld.) install10(kortsp.) taka stikk inn11(sum lækni) send(el.remove) to (a) hospital; hospitalize; (sum sjúkrahús) admit to (a) hospital; (fara við á sjúkrahús) take to hospital;leggja innav[move away from the tide and closer to land],(fl.m.) hann hevur lagt innavhe is fed up, he has given up;síinnav;leggja inn undir seg1grab, take possession of, seize (on)2grab sth; scrape a lot of things together; be out for all one can get;leggja í1(kortsp.)play a card2care for, like(t.d.do you like him (, it)? I don't like him (, it) at all);líka leggi eg íI don't mind!;legg ikki í!never mind!3exert oneself,leggja í at rógvastart rowing with all one's might;leggja alla orku íapply all one's strength4leggja sær e-t í høvdið be driven mad by something;leggja sær í minnikeep in one´s memory, note, make a mental note of;10% av yvirskotinum varð lagt í tiltaksgrunnten per cent of the profits was(el.were) tranferred to the reserve fund;leggja ímóti1(í seyðabýti) estimate equally good2contradict;leggja niður1mow a lot of grass,hann legði allan bøin niðurhe mowed the whole of the infield2hann hevur lagt nógvan kava niður it has been snowing (a good deal); there has been a (heavy) fall of snow3(um kjóla, buksuro.tíl.)let down(t.d.a dress)4leggja niður sjógv make the sea calm5lay, exorcise(t.d.a ghost)6finish up, conclude, stop,leggja málið niðurdrop (, suspend) the case (, matter); postpone (consideration of) the matter7(sj.) go (, walk) ahead(el.in front), precede, lead the way;leggja niður í:leggja niðuríput(el.pack) into boxes, pack(t.d. one'ssuitcase), box;leggja gott niður í e-nteach sby what is right; give sby a good foundation;leggja niðurfyrikeep in reserve;leggja niðurvið:tað er einki at leggja niðurviðit cannot be denied, it is no exaggeration;leggja saman1shut, close,hann legði bókina samanhe closed the book;leggja eyguni samandie, breathe one's last, expire, pass away, pass on;leggja saman hendurfold one's hands2join, unite, combine(t.d.two offices)3(stfr.) put together, add up, cast up; do an addition4leggja saman jørð (GG farmers united their fields by the purchase of strips; small holdings were amalgamated to form larger units)5(um breiddan fisk) stack6alt samanlagt all in all7(teld.) add;leggja sundurdivide,leggja sundur bø, seyð, fiskdivide the infield, sheep, fish;bygdin varð løgd sundur í triðingarthe village was divided into thirds;leggja til1strike someone,hann legði til hansarahe smacked him one2leggja kroppin til put in all of one's strength3dare, venture,nógv varð tillagt við árabátunumthey dared a great deal with the row-boats4announce (, proclaim) something (to someone), make something known (to someone), tell5bring the catch to the house, leggja inn,leggja til húsið6leggja e-m e-t tilput the blame for sth on sby;leggja til viksput away(t.d.their winter clothes are put away during the summer); (um verkætlan, uppskot) pigeonhole, shelve(t.d.the project has been shelved; the matter was shelved);(am.)table(t.d.a resolution); (endaligt) drop(t.d. (løgfr.)the case(el.the charge) was dropped);avgjørt var at leggja málið til viksit was decided not to proceed with the matter;leggja um1rearrange(t.d.the time table of a school); replan(t.d.a road system); reorganize(t.d.the work of a department); re-adjust(t.d.the system of taxation);leggja arbeiðstíðina umrearrange (working) hours;leggja ferðsluna umdivert(el.redirect) (the) traffic2leggja lán um convert a loan3leggja um træ, sítræ; leggja undan1go (, walk) ahead(el.in front), precede, lead the way2escape3run (, row, sail) away from someone4unharness the horse(s);leggja undir1leggja (ross) undirput the harness on (a horse) for the first time;(fl.m.)allow(t.d.a young boy) to take part in work2(mjólk.) mix rennet in milk3leggja undir seg subdue, subjugate, subject, make submissive;(bíbl) leggið jørðina undir tykkumsubdue the earth4leggja e-t undir e-n entrust a secret to someone5leggja e-n undir e-t accuse someone of something(t.d.theft)6leggja e-m e-t undir promise someone something in return (, as a reward);leggja upp1land,skipið legði allan fiskin upp í Føroyumthe ship landed all its fish in the Faroes;leggja (fisk) upp á landbring the catch ashore,nógvur fiskur varð lagdur upp á landa lot of fish was brought ashore2shorten, take up(t.d.a dress)3wash ashore,nógvur tari leggur upp herloads of sea wrack are washed ashore here4leggja upp ráð plot against5leggja upp á vev el. leggja uppá put yarn on the loom;leggja uppávit løgdu ikki uppáwe didn't catch a single fish;leggja uppfyrivit hava lagt upp fyri hettawe have taken this into account(el.taken (due) account of this); we have allowed(el.made allowance) for this;leggja upp fyri streyminallow for current;leggja upp fyri hesumwe have taken this into account(el.taken (due) account of this); we have allowed(el.made allowance) for this;leggja uppí1join,onglendingar løgdu upp í kríggiðthe English joined the war2interfere with(el.in)(t.d.don't interfere with what doesn't concern you);(niðr.)meddle in(t.d.meddle in other people's business);(tlm.)poke one's nose into3leggja upp í orðaskifti join in the conversation, put one's oar in; (brádliga) break in on the conversation, cut into the conversation, cut in;leggja uppímóti(um skip, bát í illveðri) heave to;leggja uppundirhann man hava gjørt søguna ella í hvussu er lagt uppundirhe must have made up the story or added to it;leggja upp undir (tuflur)sole (a wooden shoe);leggja uppúrtake cooked food out of the pot;leggja út1leggja út (árar) put out the oars; put out to sea2let out, widen,leggja bát útwiden the boat3interpret as; expound, explain, set forth,nógv hevði hon lisið, og væl dugdi hon at leggja tað útshe was widely read and good at interpreting;leggja ov mikið út á bertexpress oneself too bluntly4leggja stong út net birds5(um pengar) lay out (money)6(um plagg) let out(t.d.a dress)7(um epli) set potatoes to sprout;leggja útfráput out (to sea);leggja útí'tugging hooks',legg útí`hook up';leggja við1leggja javnt viðvalue as equal to2leggja treytir við lay down(el.impose) conditions, insist on one's own terms;leggja ta treyt við atlay down the condition that; make it a condition that;leggja e-m eina viðminna (staðiliga) á;børnunum varð lagt eina við ikki at taka meira enn eitt køkupetti;leggja sær eina viðexert oneself to a considerable extent, take great pains3cure, nurse (someone's) wound (, injury)4leggja dýrt við pledge;leggja e-m dýrt viðgive someone a serious order5leggja e-m ríkan við lay down difficult terms for someone; exhort (, prohibit) strongly(t.d. exhort them to do something)6(kvæð.)give as security,lív mítt leggi eg viðI give you my life as security7(kvæð.) løgdu sær so ráðini við then they made themselves a plan;leggja seg1lie down(t.d.I am rather tired and would like to lie down); (í song) go to bed, turn in;nú fari eg at leggja megI am for bed now;S(am.)me for the hay!; (um e-n ið longu er í seingini) compose oneself to sleep, go to sleep;(serl.um sjúkan) take to one's bed2(breiða seg sum eitt lag) settle(t.d.the soot settled all over the room)3(stilna, maka) drop(t.d.the wind drops); die down; moderate(t.d.when the gale moderated); subside(t.d.the gale subsided); calm down(t.d.his emotion gradually calmed down); quiet down(t.d.the excitement began to quiet down); simmer down(t.d.his anger began to simmer down)4settle(t.d.when the dust has settled)5(um korn) be lodged13[ísamb. viðseg, særogfs](sigl.) leggja segheel (over);leggja seg aftur el. afturá afturhave another snooze (in the morning);leggja seg at doyggjalie down and die, die;leggja seg at hvíla seglie down (to rest);leggja sær av løttumgo easy;leggja seg á knæ síknæ;leggja sær á láni, sílán;leggja seg á liðinaturn over on one's side;(sigl.)heel (over);leggja seg eftirgo in for, apply oneself to(t.d.the study of philosophy);leggja seg framálean forward(serl.in prayer in church);leggja seg fremst el. leggja seg á odda(í kapping) take the lead;leggja seg heima(um fiskimann) stay at home;leggja sær í geymamake a mental note(el.a point) of sth; bear sth in mind; (sterkari) take sth to heartleggja seg inn atnestle against(t.d.the baby nestled against her breast);leggja seg ímillumintervene, interpose;leggja sær nærstrive with all one's might, strain oneself, take pains;leggja seg upp í e-tinterfere (, meddle) in something;leggja seg uppigo ashore;leggja seg útfill out, put on weight(el.flesh);leggja seg út í e-tget mixed up in sth; let oneself in for sth; get oneself involved in sth;leggja seg út viðquarrel(el.fall out) with, get on the wrong side of;(eis. fl.m.)fall foul of(t.d.the law);leggja seg út við e-n (eis.)rub sby up the wrong way14[íyms.samb. ]far heim og legg teg!go on!, get along with you!eg fari til hús at leggja megI am going home to bed;hann kann tað sama fara heim og leggja seg (fl.m.)he hasn't got a chance; he can't do a thing15leggjast1settle,gruggið legst á botninthe sediment settles2lie down, go to bed3leggjast sjúkur fall ill4(um seyð) [take up a fixed abode in its pasture]5(um kava) fall,tá kavi legstwhen snow falls and covers the ground6(veðurfr.) set in,hann legst við náttarfrostinight frosts are setting in,hann legst við vesturætta westerly wind is setting in7(t.d. um bøgu) start brooding (, sitting);leggjast ábegin to torment someone,leggjast á e-n (at deila)start heaping abuse on sby;(am. (tlm.) eis.)start bawling sby out;leggjast á e-tpossess oneself of, keep something, fail to return what has been entrusted to one;leggjast á boðinifail to deliver a message (, piece of news, information),síboð;leggjast á grøsini, sígras;(um silvurel.messing) be tarnished, be oxidized;leggjast afturá1(sj.)fall (, lag) behind2lie down to sleep;leggjast frá1(um hjún)tey eru fráløgstthey have stopped having sexual intercourse, they no longer have sexual relations2(á fleyg) stop flying3(um lamb) wean;leggjast fyri1become exhausted (, tired out, worn-out); no longer equal to the work2(um knív og líggja) become blunt3lætt legðist fyri hann he had a swift and painless death;leggjast inn:leggjast inn á fólkbecome a fixture;leggjast innishun human society;leggjast niður1fall (in considerable quantities),har legst nógvur kavi niðura good deal of snow always falls there2(um konu sum er við barn) be about to give birth,nú er ikki langt eftir, til hon legst niðurit won't be long till she gives birth;leggjast til(um veiðuo.tíl.)fall to someone in generous quantities (, as a generous share, as a large catch);leggjast undanwarp,árin legðist undanthe blade of the oar became warped;leggjast upp(um tara)nógvur tari legðist uppa lot of sea wrack was beached;leggjast uppiretire from the sea,uppilagstur sjómaðurretired sailor;leggjast út1stay in uninhabited places,kettan var løgst útthe cat had become wild2stop visiting,hann er útlagsturhe has stopped visiting (, calling)3decline considerably;lagstur:(who has lain down)fjallakavi var lagstursnow had fallen on the mountains; (um fugl) brooding, sitting
